"","SPY","IEV","EWJ","EEM","TLT","IEF","IVR","RWX","GLD","DBC"
"1",-0.0272931106573546,-0.0310735514956501,-0.0220125191320378,-0.0274221154767249,0.00233887955845602,0.00331980964640199,0.00615385973841831,-0.0215899707829234,-0.0123389870368978,-0.0221926019969989
"2",-0.000111395980051165,-0.00161952886074035,0.00643113956072461,-0.00219283646260304,-0.00190855944929347,0.000661567373615002,-0.00356784803704635,0.00910656275382049,-0.00536984109589045,-0.0299592023076115
"3",-0.0193769156478968,-0.0295263412415536,-0.0106497758671972,-0.0235481275111185,0.00669224664148937,0.00396800721621537,-0.00204562101845696,-0.0357513320907683,-0.000550936523778467,-0.0159100812892855
"4",-0.000680842584331542,-0.00668677944815999,0,-0.0115756284950791,0.0184706512851784,0.011528157197098,-0.000512926331927455,-0.0104392670983204,-0.0158747879602555,-0.0123634141565601
"5",0.00193162206344999,0.0151465352993103,0,0.0178921002844827,-0.0119175698860388,-0.00586063617127652,0.00512811132996815,0.00800307061919114,0.00268852927148622,0.00625904125719567
"6",-0.00238191320273962,-0.00795784229121255,-0.0107644467361558,-0.0118248906242308,0.00922982228033686,0.00622319049887987,0.00255097398638227,0.00360892585705885,0.000782035509282908,-0.00765554569948457
"7",0.0243291950699229,0.0257354744295135,0.00217647928014575,0.0071151762208721,-0.00561174849329382,-0.00358096113051731,0.00508896615249155,0.00898943820387776,0.00680955555236551,0.00530393685595221
"8",0.00566075660053778,0.00260675999440863,0,0.0109185349673826,-0.0166163042219745,-0.00664254028592004,0.00253180742653836,0.0242335114618031,0.00687433181340857,0
"9",0.0292462229514152,0.0425738290768329,0.0108577535470193,0.053684815455401,-0.0257176757479226,-0.0129358417792115,0.00252541356571734,0.0208769492211875,0.0157471647560217,0.0263786816745606
"10",-0.00160861237969001,0.0109102249505535,-0.00429672207108922,0.00180891161806529,0.0107992379840958,0.00599753784480583,-0.00302236662831401,0.0248809181834717,-0.00281867959277282,0.00233656119252856
"11",0.0109546906177027,-0.00370019589900761,0,0.0102317750875882,-0.0154315513651676,-0.00673474197725732,0.00555801036072801,-0.00897891090190772,-0.000543629032062398,0.014918402839005
"12",0.0106238069968834,0.019498357807082,0.0129454026319791,0.0357463606488122,0.0052606391164034,0.00366866855860626,0.00251251674616304,0.0218115927624745,0.0146850756010006,0.0165364813130622
"13",0.00462531784023823,0.00455398140312124,0.00851978238509665,-0.00287634842904239,0.0199517977428028,0.0111847351091461,-0.00350862555953779,-0.00426871415153707,-0.00160808320763384,-0.00361499950632049
"14",-0.000209166410172879,0.00392856794391561,0.0116152861537862,-0.00230744704232588,-0.00897870255798061,-0.00591421579125229,0.00754513252546452,-0.00428786893060662,0.00332873413493195,0.00544224272584604
